investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier,tier_change,fee_percent,invite_percent
Damiba Investment Group,Decline,1300,50,2,Market,3,203,13.6,Bookrunner,Participant,Demoted,0.06699507389,0.03846153846
Bank of Pepperoni Pizza,Commit,1000,170,8,Market,0,24,7.3,Bookrunner,Bookrunner,None,0.3041666667,0.17
Damiba Investment Group,Commit,1200,250,5,Market,1,72,11.5,Participant,Bookrunner,Promoted,0.1597222222,0.2083333333
Beef and Broccoli Union,Commit,1900,310,9,Market,0,270,47,Bookrunner,Bookrunner,None,0.1740740741,0.1631578947
Damiba Investment Group,Decline,400,40,2,Market,2,42,5,Bookrunner,Participant,Demoted,0.119047619,0.1
Cold Cut Credit,Commit,1500,200,10,Below,0,173,0.2,Bookrunner,Bookrunner,None,0.001156069364,0.1333333333
Beef and Broccoli Union,Commit,900,100,1,Market,2,93,13.5,Participant,Participant,None,0.1451612903,0.1111111111
Ipanema Investments,Commit,1100,170,5,Below,2,168,6.4,Bookrunner,Bookrunner,None,0.0380952381,0.1545454545
Damiba Investment Group,Commit,1200,180,9,Market,0,149,3.6,Bookrunner,Bookrunner,None,0.02416107383,0.15
Damiba Investment Group,Commit,1800,260,1,Market,2,143,21.7,Bookrunner,Bookrunner,None,0.1517482517,0.1444444444
Cold Cut Credit,Commit,900,130,4,Market,1,75,18.5,Bookrunner,Bookrunner,None,0.2466666667,0.1444444444
Damiba Investment Group,Commit,600,120,2,Market,3,92,23.6,Bookrunner,Bookrunner,None,0.2565217391,0.2
Cold Cut Credit,Commit,200,30,2,Below,2,17,4.7,Bookrunner,Bookrunner,None,0.2764705882,0.15
Damiba Investment Group,Commit,800,150,2,Below,2,107,35.8,Bookrunner,Bookrunner,None,0.3345794393,0.1875
Damiba Investment Group,Commit,300,40,4,Market,2,65,9.8,Bookrunner,Bookrunner,None,0.1507692308,0.1333333333
Ipanema Investments,Commit,300,40,2,Market,2,36,3.7,Participant,Bookrunner,Promoted,0.1027777778,0.1333333333
Damiba Investment Group,Decline,1200,100,1,Market,2,115,22.9,Bookrunner,Participant,Demoted,0.1991304348,0.08333333333
Cold Cut Credit,Commit,1000,160,8,Market,0,64,3.7,Bookrunner,Bookrunner,None,0.0578125,0.16
Damiba Investment Group,Commit,1100,140,3,Market,2,137,4.5,Bookrunner,Bookrunner,None,0.03284671533,0.1272727273
Ipanema Investments,Decline,500,70,4,Market,1,46,1,Bookrunner,Bookrunner,None,0.02173913043,0.14
Bank of Pepperoni Pizza,Commit,1200,290,4,Market,1,113,9.6,Bookrunner,Bookrunner,None,0.08495575221,0.2416666667
Cold Cut Credit,Decline,300,30,2,Market,2,28,3.9,Bookrunner,Participant,Demoted,0.1392857143,0.1
Damiba Investment Group,Commit,800,120,1,Market,2,116,0.5,Bookrunner,Bookrunner,None,0.004310344828,0.15
Bank of Pepperoni Pizza,Commit,1100,230,2,Market,3,165,22.1,Bookrunner,Bookrunner,None,0.1339393939,0.2090909091
Cold Cut Credit,Commit,1200,200,7,Above,0,49,2.4,Bookrunner,Bookrunner,None,0.04897959184,0.1666666667
Bank of Pepperoni Pizza,Commit,900,120,3,Above,2,110,24.2,Bookrunner,Bookrunner,None,0.22,0.1333333333
Damiba Investment Group,Decline,400,30,2,Above,2,37,2,Bookrunner,Participant,Demoted,0.05405405405,0.075
Cold Cut Credit,Commit,1600,190,8,Market,0,167,24.4,Bookrunner,Participant,Demoted,0.1461077844,0.11875
Beef and Broccoli Union,Commit,900,150,2,Market,2,72,17.7,Bookrunner,Bookrunner,None,0.2458333333,0.1666666667
Beef and Broccoli Union,Decline,700,110,4,Above,1,37,0.4,Bookrunner,Bookrunner,None,0.01081081081,0.1571428571
Damiba Investment Group,Commit,1600,210,4,Market,1,167,10.4,Bookrunner,Bookrunner,None,0.0622754491,0.13125
Ipanema Investments,Decline,1400,130,8,Market,0,63,12,Bookrunner,Participant,Demoted,0.1904761905,0.09285714286
Bank of Pepperoni Pizza,Commit,2000,330,6,Market,1,180,38.7,Bookrunner,Bookrunner,None,0.215,0.165
Beef and Broccoli Union,Decline,500,90,4,Market,1,57,6.7,Bookrunner,Bookrunner,None,0.1175438596,0.18
Ipanema Investments,Commit,1900,390,5,Market,1,158,47.9,Bookrunner,Bookrunner,None,0.303164557,0.2052631579
Cold Cut Credit,Commit,1100,160,10,Market,1,189,29.5,Bookrunner,Bookrunner,None,0.1560846561,0.1454545455
Bank of Pepperoni Pizza,Commit,1100,180,2,Market,2,136,2.7,Bookrunner,Bookrunner,None,0.01985294118,0.1636363636
Beef and Broccoli Union,Decline,500,50,1,Market,3,76,5.2,Bookrunner,Participant,Demoted,0.06842105263,0.1
Bank of Pepperoni Pizza,Commit,1200,220,3,Market,2,117,32.9,Participant,Bookrunner,Promoted,0.2811965812,0.1833333333
Ipanema Investments,Commit,2100,290,9,Market,0,106,18,Bookrunner,Bookrunner,None,0.1698113208,0.1380952381
Ipanema Investments,Commit,900,120,1,Market,2,111,8.5,Bookrunner,Bookrunner,None,0.07657657658,0.1333333333
Cold Cut Credit,Commit,500,100,2,Below,2,41,12.3,Bookrunner,Bookrunner,None,0.3,0.2
Cold Cut Credit,Commit,1300,160,10,Above,0,131,21.9,Participant,Bookrunner,Promoted,0.1671755725,0.1230769231
Damiba Investment Group,Commit,900,130,1,Market,2,63,0.4,Bookrunner,Bookrunner,None,0.006349206349,0.1444444444
Beef and Broccoli Union,Decline,1100,190,2,Market,2,92,1.9,Bookrunner,Bookrunner,None,0.02065217391,0.1727272727
Cold Cut Credit,Commit,600,170,1,Market,3,94,28.2,Bookrunner,Bookrunner,None,0.3,0.2833333333
Ipanema Investments,Commit,700,120,1,Market,1,32,5.1,Bookrunner,Bookrunner,None,0.159375,0.1714285714
Beef and Broccoli Union,Decline,600,140,1,Below,1,22,0.8,Bookrunner,Bookrunner,None,0.03636363636,0.2333333333
Ipanema Investments,Decline,1000,120,2,Market,2,137,8.2,Bookrunner,Participant,Demoted,0.0598540146,0.12
Ipanema Investments,Commit,1000,190,4,Market,1,99,30,Bookrunner,Bookrunner,None,0.303030303,0.19
Cold Cut Credit,Commit,800,100,2,Market,2,116,23.7,Participant,Bookrunner,Promoted,0.2043103448,0.125
Cold Cut Credit,Decline,600,80,1,Below,1,22,1.8,Bookrunner,Bookrunner,None,0.08181818182,0.1333333333
Damiba Investment Group,Commit,200,40,1,Market,1,10,1.3,Bookrunner,Bookrunner,None,0.13,0.2
Bank of Pepperoni Pizza,Commit,800,120,1,Below,2,88,14,Bookrunner,Bookrunner,None,0.1590909091,0.15
Bank of Pepperoni Pizza,Commit,1500,330,4,Market,0,42,16.3,Bookrunner,Bookrunner,None,0.3880952381,0.22
Bank of Pepperoni Pizza,Commit,1000,120,6,Market,1,142,31.5,Participant,Participant,None,0.2218309859,0.12
Damiba Investment Group,Decline,1400,120,7,Market,0,98,15.9,Bookrunner,Participant,Demoted,0.162244898,0.08571428571
Beef and Broccoli Union,Decline,800,60,2,Market,2,89,1.3,Participant,Participant,None,0.01460674157,0.075
Ipanema Investments,Commit,1800,280,6,Above,1,131,18.1,Bookrunner,Bookrunner,None,0.1381679389,0.1555555556
Cold Cut Credit,Commit,900,180,1,Market,2,131,43.2,Bookrunner,Bookrunner,None,0.3297709924,0.2
Damiba Investment Group,Commit,900,110,2,Market,3,157,11.9,Bookrunner,Bookrunner,None,0.07579617834,0.1222222222
Beef and Broccoli Union,Decline,700,80,3,Market,2,91,9.8,Bookrunner,Participant,Demoted,0.1076923077,0.1142857143
Ipanema Investments,Commit,900,140,2,Market,1,43,12.2,Bookrunner,Bookrunner,None,0.2837209302,0.1555555556
Cold Cut Credit,Commit,900,150,3,Market,2,95,11.2,Bookrunner,Bookrunner,None,0.1178947368,0.1666666667
Damiba Investment Group,Commit,500,90,2,Market,2,40,12.3,Bookrunner,Bookrunner,None,0.3075,0.18
Cold Cut Credit,Commit,500,70,2,Above,2,31,8,Bookrunner,Bookrunner,None,0.2580645161,0.14
Ipanema Investments,Decline,500,50,3,Market,2,71,16.7,Bookrunner,Participant,Demoted,0.2352112676,0.1
Bank of Pepperoni Pizza,Decline,800,60,3,Below,3,177,23.9,Bookrunner,Participant,Demoted,0.1350282486,0.075
Ipanema Investments,Commit,700,140,1,Market,2,101,18,Participant,Bookrunner,Promoted,0.1782178218,0.2
Beef and Broccoli Union,Commit,900,190,1,Market,2,75,10.7,Bookrunner,Bookrunner,None,0.1426666667,0.2111111111
Damiba Investment Group,Commit,2100,310,6,Above,1,183,40.6,Participant,Bookrunner,Promoted,0.2218579235,0.1476190476
Bank of Pepperoni Pizza,Commit,1800,340,2,Market,2,143,6.1,Bookrunner,Bookrunner,None,0.04265734266,0.1888888889
Beef and Broccoli Union,Decline,1400,170,6,Market,1,158,43.6,Bookrunner,Participant,Demoted,0.2759493671,0.1214285714
Cold Cut Credit,Commit,1100,250,9,Market,0,103,0.7,Bookrunner,Bookrunner,None,0.006796116505,0.2272727273
Damiba Investment Group,Decline,1200,60,7,Market,0,116,10.2,Bookrunner,Participant,Demoted,0.08793103448,0.05
Beef and Broccoli Union,Decline,600,100,2,Below,2,63,3.6,Bookrunner,Bookrunner,None,0.05714285714,0.1666666667
Cold Cut Credit,Commit,1300,260,8,Above,0,119,20.8,Bookrunner,Bookrunner,None,0.174789916,0.2
Beef and Broccoli Union,Commit,1300,210,9,Below,1,218,8.7,Bookrunner,Bookrunner,None,0.03990825688,0.1615384615
Ipanema Investments,Commit,1300,160,6,Above,1,181,29.5,Bookrunner,Bookrunner,None,0.1629834254,0.1230769231
Cold Cut Credit,Commit,600,110,3,Market,2,66,4.2,Bookrunner,Bookrunner,None,0.06363636364,0.1833333333
Bank of Pepperoni Pizza,Commit,600,80,5,Market,0,29,2.4,Bookrunner,Bookrunner,None,0.08275862069,0.1333333333
Damiba Investment Group,Decline,1700,190,9,Below,0,56,6.1,Bookrunner,Participant,Demoted,0.1089285714,0.1117647059
Bank of Pepperoni Pizza,Commit,1100,200,5,Market,1,90,9.5,Bookrunner,Bookrunner,None,0.1055555556,0.1818181818
Cold Cut Credit,Decline,900,60,3,Market,2,121,7.6,Bookrunner,Participant,Demoted,0.06280991736,0.06666666667
Cold Cut Credit,Commit,1100,130,1,Market,2,108,29.6,Bookrunner,Participant,Demoted,0.2740740741,0.1181818182
Damiba Investment Group,Commit,1700,280,7,Market,1,288,14.4,Participant,Bookrunner,Promoted,0.05,0.1647058824
Beef and Broccoli Union,Commit,1100,150,7,Market,0,162,24.3,Bookrunner,Bookrunner,None,0.15,0.1363636364
Damiba Investment Group,Commit,1100,190,6,Above,1,76,19.2,Bookrunner,Bookrunner,None,0.2526315789,0.1727272727
Ipanema Investments,Commit,1500,240,10,Below,0,173,0,Participant,Bookrunner,Promoted,0,0.16
Beef and Broccoli Union,Commit,1300,210,6,Market,1,128,31,Bookrunner,Bookrunner,None,0.2421875,0.1615384615
Bank of Pepperoni Pizza,Commit,1200,180,1,Below,2,65,14.2,Bookrunner,Bookrunner,None,0.2184615385,0.15
Cold Cut Credit,Decline,300,30,2,Market,2,25,2.9,Bookrunner,Participant,Demoted,0.116,0.1
Ipanema Investments,Commit,600,140,3,Market,2,86,10.3,Bookrunner,Bookrunner,None,0.1197674419,0.2333333333
Ipanema Investments,Commit,900,140,2,Market,3,170,25.8,Bookrunner,Bookrunner,None,0.1517647059,0.1555555556
Cold Cut Credit,Decline,1400,160,3,Market,1,8,0.5,Bookrunner,Participant,Demoted,0.0625,0.1142857143
Bank of Pepperoni Pizza,Commit,1500,250,3,Market,3,239,46.6,Bookrunner,Bookrunner,None,0.1949790795,0.1666666667
Ipanema Investments,Commit,1200,250,2,Market,2,124,14.9,Bookrunner,Bookrunner,None,0.1201612903,0.2083333333
Damiba Investment Group,Commit,1500,340,3,Market,2,110,15.5,Bookrunner,Bookrunner,None,0.1409090909,0.2266666667
Bank of Pepperoni Pizza,Decline,900,90,2,Market,2,51,6.6,Bookrunner,Participant,Demoted,0.1294117647,0.1
Beef and Broccoli Union,Commit,1400,210,4,Market,0,58,11.1,Bookrunner,Bookrunner,None,0.1913793103,0.15
Damiba Investment Group,Commit,1400,210,9,Market,0,147,36.2,Bookrunner,Bookrunner,None,0.2462585034,0.15
Damiba Investment Group,Commit,1100,180,4,Market,1,94,0.5,Bookrunner,Bookrunner,None,0.005319148936,0.1636363636
Beef and Broccoli Union,Commit,1300,260,4,Market,1,135,2.3,Participant,Bookrunner,Promoted,0.01703703704,0.2
Bank of Pepperoni Pizza,Commit,400,70,1,Market,2,35,7.8,Bookrunner,Bookrunner,None,0.2228571429,0.175
Bank of Pepperoni Pizza,Commit,1100,160,2,Above,2,101,12.7,Bookrunner,Bookrunner,None,0.1257425743,0.1454545455
Ipanema Investments,Commit,800,180,2,Market,2,97,19.3,Participant,Bookrunner,Promoted,0.1989690722,0.225
Damiba Investment Group,Commit,700,170,1,Below,2,64,11.7,Bookrunner,Bookrunner,None,0.1828125,0.2428571429
Cold Cut Credit,Commit,600,50,2,Above,2,31,1.8,Participant,Participant,None,0.05806451613,0.08333333333
Ipanema Investments,Commit,500,90,3,Above,2,48,5.9,Participant,Bookrunner,Promoted,0.1229166667,0.18
Cold Cut Credit,Commit,800,130,4,Market,1,70,20.3,Bookrunner,Bookrunner,None,0.29,0.1625
Ipanema Investments,Commit,1500,210,8,Market,0,128,0,Participant,Bookrunner,Promoted,0,0.14
Bank of Pepperoni Pizza,Commit,1700,260,8,Market,0,176,24.5,Bookrunner,Bookrunner,None,0.1392045455,0.1529411765
Bank of Pepperoni Pizza,Commit,1300,280,8,Market,0,54,17,Bookrunner,Bookrunner,None,0.3148148148,0.2153846154
Damiba Investment Group,Commit,700,40,1,Market,2,41,4.8,Participant,Participant,None,0.1170731707,0.05714285714
Beef and Broccoli Union,Commit,900,170,1,Market,2,132,13.9,Bookrunner,Bookrunner,None,0.1053030303,0.1888888889
Damiba Investment Group,Commit,900,160,2,Market,2,80,14.2,Bookrunner,Bookrunner,None,0.1775,0.1777777778
Bank of Pepperoni Pizza,Commit,800,150,2,Market,1,34,9,Bookrunner,Bookrunner,None,0.2647058824,0.1875
Bank of Pepperoni Pizza,Commit,900,120,2,Market,2,80,7.4,Bookrunner,Bookrunner,None,0.0925,0.1333333333
Beef and Broccoli Union,Commit,1000,160,8,Market,0,64,0,Participant,Bookrunner,Promoted,0,0.16
Bank of Pepperoni Pizza,Commit,400,70,2,Market,2,44,4.9,Bookrunner,Bookrunner,None,0.1113636364,0.175
Ipanema Investments,Commit,1300,210,5,Market,1,145,24.2,Bookrunner,Bookrunner,None,0.1668965517,0.1615384615
Ipanema Investments,Commit,1500,240,7,Market,1,230,22.8,Bookrunner,Bookrunner,None,0.09913043478,0.16
Ipanema Investments,Commit,900,190,2,Above,2,95,33.1,Bookrunner,Bookrunner,None,0.3484210526,0.2111111111
Beef and Broccoli Union,Commit,1300,220,2,Market,3,203,52,Bookrunner,Bookrunner,None,0.2561576355,0.1692307692
Bank of Pepperoni Pizza,Commit,1100,220,7,Market,1,195,27.1,Bookrunner,Bookrunner,None,0.138974359,0.2
Ipanema Investments,Commit,600,80,3,Market,1,28,7.2,Bookrunner,Bookrunner,None,0.2571428571,0.1333333333
Beef and Broccoli Union,Commit,1200,210,1,Market,2,138,30.5,Bookrunner,Bookrunner,None,0.2210144928,0.175
Damiba Investment Group,Commit,1200,190,5,Market,0,49,4.4,Bookrunner,Bookrunner,None,0.08979591837,0.1583333333
Beef and Broccoli Union,Commit,1200,160,3,Market,2,161,40.6,Bookrunner,Bookrunner,None,0.252173913,0.1333333333
Damiba Investment Group,Commit,1100,180,9,Market,1,166,46.3,Bookrunner,Bookrunner,None,0.2789156627,0.1636363636
Cold Cut Credit,Commit,400,60,1,Below,2,53,3.1,Participant,Bookrunner,Promoted,0.05849056604,0.15
Ipanema Investments,Commit,1100,190,9,Above,0,100,14.3,Participant,Bookrunner,Promoted,0.143,0.1727272727
Beef and Broccoli Union,Commit,700,100,1,Market,2,85,16.8,Bookrunner,Bookrunner,None,0.1976470588,0.1428571429
Damiba Investment Group,Commit,900,150,1,Market,2,132,32.3,Bookrunner,Bookrunner,None,0.2446969697,0.1666666667
Ipanema Investments,Commit,1200,200,9,Market,0,172,13.6,Bookrunner,Bookrunner,None,0.07906976744,0.1666666667
Cold Cut Credit,Commit,1700,310,9,Market,0,150,14.9,Bookrunner,Bookrunner,None,0.09933333333,0.1823529412
Ipanema Investments,Commit,800,160,1,Above,2,87,5.6,Bookrunner,Bookrunner,None,0.06436781609,0.2
Bank of Pepperoni Pizza,Commit,1300,240,2,Market,2,155,47.6,Bookrunner,Bookrunner,None,0.3070967742,0.1846153846
Beef and Broccoli Union,Commit,1300,170,9,Market,0,139,22.1,Bookrunner,Bookrunner,None,0.1589928058,0.1307692308
Beef and Broccoli Union,Decline,1300,210,8,Market,0,121,6.9,Bookrunner,Bookrunner,None,0.05702479339,0.1615384615
Cold Cut Credit,Commit,1300,250,7,Market,1,242,16,Bookrunner,Bookrunner,None,0.06611570248,0.1923076923
Beef and Broccoli Union,Commit,2100,420,2,Market,2,139,35.4,Bookrunner,Bookrunner,None,0.254676259,0.2
Bank of Pepperoni Pizza,Decline,1200,110,3,Below,2,133,22.1,Bookrunner,Participant,Demoted,0.1661654135,0.09166666667
Cold Cut Credit,Commit,700,90,2,Market,2,97,3.3,Bookrunner,Bookrunner,None,0.03402061856,0.1285714286
Ipanema Investments,Commit,1500,220,6,Market,1,162,33.7,Bookrunner,Bookrunner,None,0.2080246914,0.1466666667
Ipanema Investments,Commit,1000,150,1,Market,2,100,29.4,Bookrunner,Bookrunner,None,0.294,0.15
Cold Cut Credit,Commit,1700,270,9,Market,0,161,16.3,Participant,Bookrunner,Promoted,0.101242236,0.1588235294
Damiba Investment Group,Commit,1800,390,2,Market,2,143,42,Bookrunner,Bookrunner,None,0.2937062937,0.2166666667
Beef and Broccoli Union,Commit,700,110,2,Below,1,33,8,Participant,Bookrunner,Promoted,0.2424242424,0.1571428571
Beef and Broccoli Union,Commit,900,170,3,Above,2,221,0,Participant,Bookrunner,Promoted,0,0.1888888889
Damiba Investment Group,Commit,900,60,4,Market,1,211,33.5,Bookrunner,Participant,Demoted,0.1587677725,0.06666666667
Cold Cut Credit,Commit,1200,190,8,Market,0,51,6.8,Bookrunner,Bookrunner,None,0.1333333333,0.1583333333
Damiba Investment Group,Commit,1200,180,4,Market,0,51,0,Participant,Bookrunner,Promoted,0,0.15
Bank of Pepperoni Pizza,Commit,900,90,2,Market,1,45,9.7,Bookrunner,Participant,Demoted,0.2155555556,0.1
Damiba Investment Group,Commit,600,120,1,Market,2,67,12.2,Participant,Bookrunner,Promoted,0.1820895522,0.2
Damiba Investment Group,Commit,1200,180,3,Market,2,117,0.2,Bookrunner,Bookrunner,None,0.001709401709,0.15
Beef and Broccoli Union,Decline,200,40,3,Market,2,24,1,Bookrunner,Bookrunner,None,0.04166666667,0.2
Damiba Investment Group,Commit,400,50,2,Market,2,37,5.1,Participant,Bookrunner,Promoted,0.1378378378,0.125
Beef and Broccoli Union,Commit,600,70,3,Above,1,28,1.7,Participant,Bookrunner,Promoted,0.06071428571,0.1166666667
Ipanema Investments,Commit,1000,180,5,Market,1,121,20.7,Bookrunner,Bookrunner,None,0.1710743802,0.18
Beef and Broccoli Union,Commit,1100,130,7,Market,0,65,10.6,Bookrunner,Bookrunner,None,0.1630769231,0.1181818182
Cold Cut Credit,Commit,1500,180,9,Market,1,237,47.6,Bookrunner,Bookrunner,None,0.2008438819,0.12
Cold Cut Credit,Commit,1100,210,7,Market,0,85,2,Bookrunner,Bookrunner,None,0.02352941176,0.1909090909
Cold Cut Credit,Decline,400,50,2,Below,2,33,1.5,Bookrunner,Bookrunner,None,0.04545454545,0.125
Bank of Pepperoni Pizza,Commit,1000,160,7,Market,0,144,17.9,Bookrunner,Bookrunner,None,0.1243055556,0.16
Damiba Investment Group,Commit,1800,330,1,Market,1,65,15.7,Bookrunner,Bookrunner,None,0.2415384615,0.1833333333
Damiba Investment Group,Commit,1800,240,3,Market,2,130,25.6,Bookrunner,Bookrunner,None,0.1969230769,0.1333333333
Beef and Broccoli Union,Decline,1200,130,10,Market,0,49,9.1,Bookrunner,Participant,Demoted,0.1857142857,0.1083333333
Cold Cut Credit,Commit,500,120,1,Above,2,67,20.5,Bookrunner,Bookrunner,None,0.3059701493,0.24
Ipanema Investments,Decline,1200,210,4,Market,1,97,0.1,Bookrunner,Bookrunner,None,0.001030927835,0.175
Cold Cut Credit,Decline,700,50,2,Market,2,54,3.9,Bookrunner,Participant,Demoted,0.07222222222,0.07142857143
Cold Cut Credit,Commit,1200,220,9,Market,0,98,28.7,Bookrunner,Bookrunner,None,0.2928571429,0.1833333333
Damiba Investment Group,Commit,1500,220,10,Market,0,127,20.8,Bookrunner,Bookrunner,None,0.1637795276,0.1466666667
Ipanema Investments,Commit,1000,180,5,Market,1,121,42.5,Bookrunner,Bookrunner,None,0.3512396694,0.18
Bank of Pepperoni Pizza,Commit,900,120,1,Market,2,101,3.8,Participant,Bookrunner,Promoted,0.03762376238,0.1333333333
Damiba Investment Group,Commit,1300,220,4,Market,1,111,7.8,Bookrunner,Bookrunner,None,0.07027027027,0.1692307692
Beef and Broccoli Union,Decline,900,90,2,Market,1,27,6.5,Bookrunner,Participant,Demoted,0.2407407407,0.1
Ipanema Investments,Commit,400,90,1,Market,2,57,12.1,Participant,Bookrunner,Promoted,0.2122807018,0.225
Bank of Pepperoni Pizza,Commit,600,60,2,Above,2,72,7.8,Participant,Participant,None,0.1083333333,0.1
Damiba Investment Group,Commit,1100,200,6,Market,0,52,15.3,Bookrunner,Bookrunner,None,0.2942307692,0.1818181818
Bank of Pepperoni Pizza,Commit,700,160,2,Above,2,68,14.8,Bookrunner,Bookrunner,None,0.2176470588,0.2285714286
Cold Cut Credit,Decline,800,60,2,Market,2,92,5.2,Bookrunner,Participant,Demoted,0.05652173913,0.075
Beef and Broccoli Union,Decline,900,60,2,Market,2,60,5.2,Bookrunner,Participant,Demoted,0.08666666667,0.06666666667
Damiba Investment Group,Commit,1200,140,10,Market,0,97,9.2,Participant,Participant,None,0.09484536082,0.1166666667
Damiba Investment Group,Commit,300,60,2,Below,2,33,13.3,Bookrunner,Bookrunner,None,0.403030303,0.2
Cold Cut Credit,Decline,1000,110,6,Market,1,75,4.3,Bookrunner,Participant,Demoted,0.05733333333,0.11
Beef and Broccoli Union,Commit,600,120,4,Market,0,52,11.2,Bookrunner,Bookrunner,None,0.2153846154,0.2
Cold Cut Credit,Commit,300,40,3,Above,2,32,3.3,Participant,Bookrunner,Promoted,0.103125,0.1333333333
Beef and Broccoli Union,Commit,1200,190,3,Market,2,101,23,Bookrunner,Bookrunner,None,0.2277227723,0.1583333333
Bank of Pepperoni Pizza,Commit,600,80,2,Market,2,83,13.9,Bookrunner,Bookrunner,None,0.1674698795,0.1333333333
Bank of Pepperoni Pizza,Commit,1000,170,3,Market,1,45,0.7,Bookrunner,Bookrunner,None,0.01555555556,0.17
Cold Cut Credit,Commit,1000,210,2,Market,2,109,14.5,Bookrunner,Bookrunner,None,0.1330275229,0.21
